timestamp,open,high,low,close,adjustedClose,volume
2025-04-08T03:00:00Z,34.75,36.25,34.0,36.0,35.459999084472656,55854500
2025-04-09T03:00:00Z,36.5,36.75,35.5,36.25,35.70624923706055,31802800
2025-04-10T03:00:00Z,38.0,39.75,38.0,38.75,38.16875076293945,53852100
2025-04-11T03:00:00Z,38.25,38.75,37.75,37.75,37.18375015258789,28593700
2025-04-16T03:00:00Z,37.75,38.25,37.0,38.25,37.67625045776367,28442600
2025-04-17T03:00:00Z,38.25,38.5,37.0,37.75,37.18375015258789,32688700
2025-04-18T03:00:00Z,38.0,38.0,37.5,38.0,37.43000030517578,28761900
2025-04-21T03:00:00Z,38.0,38.25,37.0,37.25,36.69124984741211,27567200
2025-04-22T03:00:00Z,37.0,37.5,36.5,37.5,36.9375,40078000
2025-04-23T03:00:00Z,38.0,39.25,37.75,38.25,37.67625045776367,55260700
2025-04-24T03:00:00Z,38.0,38.25,36.75,37.0,36.44499969482422,53226000
2025-04-25T03:00:00Z,37.5,37.75,36.5,37.0,36.44499969482422,21765100
2025-04-28T03:00:00Z,37.0,37.5,36.0,36.75,36.19874954223633,23154800
2025-04-29T03:00:00Z,36.75,37.5,36.0,37.5,36.9375,28632000
2025-04-30T03:00:00Z,37.0,38.75,36.75,38.25,37.67625045776367,47948300
2025-05-02T03:00:00Z,41.0,42.75,38.25,38.5,37.92250061035156,103394700
2025-05-06T03:00:00Z,38.75,39.0,37.0,37.0,36.44499969482422,42197000
2025-05-07T03:00:00Z,37.25,39.5,37.25,39.25,38.661251068115234,57883100
2025-05-08T03:00:00Z,39.0,39.25,38.5,38.5,37.92250061035156,33152400
2025-05-09T03:00:00Z,39.0,39.25,38.25,39.0,38.415000915527344,27095000
2025-05-13T03:00:00Z,39.75,39.75,37.5,37.5,36.9375,47054500
2025-05-14T03:00:00Z,37.5,38.0,37.25,37.5,36.9375,16624800
2025-05-15T03:00:00Z,34.5,35.75,33.75,35.0,34.47500228881836,140690000
2025-05-16T03:00:00Z,35.25,35.5,34.5,34.75,34.22875213623047,32448500
2025-05-19T03:00:00Z,34.5,35.75,34.5,35.25,34.721248626708984,31262200
2025-05-20T03:00:00Z,35.5,35.5,34.5,34.75,34.22875213623047,15507600
2025-05-21T03:00:00Z,34.75,35.0,33.25,34.0,33.4900016784668,35482900
2025-05-22T03:00:00Z,34.0,34.75,34.0,34.25,33.73625183105469,21165500
2025-05-23T03:00:00Z,34.5,34.5,33.75,34.0,33.4900016784668,10206300
2025-05-26T03:00:00Z,34.0,34.5,33.75,34.0,33.4900016784668,14212800
2025-05-27T03:00:00Z,34.0,34.0,33.0,33.0,32.505001068115234,19686300
2025-05-28T03:00:00Z,33.25,34.0,33.0,33.75,33.243751525878906,18287100
2025-05-29T03:00:00Z,34.25,34.5,33.5,33.5,32.997501373291016,16412800
2025-05-30T03:00:00Z,33.25,33.5,32.5,33.25,32.751251220703125,61603000
2025-06-04T03:00:00Z,33.5,33.5,32.5,32.75,32.258750915527344,25428800
2025-06-05T03:00:00Z,33.0,33.25,31.5,31.75,31.27375030517578,37337800
2025-06-06T03:00:00Z,31.5,31.75,31.25,31.75,31.27375030517578,23607600
2025-06-09T03:00:00Z,31.75,32.25,31.25,31.75,31.27375030517578,25327900
2025-06-10T03:00:00Z,31.75,32.5,31.5,31.75,31.27375030517578,15376000
2025-06-11T03:00:00Z,32.0,33.0,32.0,32.5,32.01250076293945,35338400
2025-06-12T03:00:00Z,32.5,32.5,32.0,32.0,31.520000457763672,12568000
2025-06-13T03:00:00Z,31.75,31.75,28.5,29.75,29.30375099182129,138139600
2025-06-16T03:00:00Z,29.5,29.75,26.75,27.25,26.841249465942383,148937100
2025-06-17T03:00:00Z,27.5,28.75,27.25,28.5,28.072500228881836,61699800
2025-06-18T03:00:00Z,28.5,29.25,27.75,28.0,27.579999923706055,51266400
2025-06-19T03:00:00Z,27.5,28.5,27.0,27.75,27.333749771118164,53315700
2025-06-20T03:00:00Z,28.25,28.5,27.75,28.25,27.826250076293945,50087100
2025-06-23T03:00:00Z,28.0,29.25,27.75,29.0,28.565000534057617,48560200
2025-06-24T03:00:00Z,29.75,30.75,29.0,30.5,30.042499542236328,79499700
2025-06-25T03:00:00Z,30.25,32.75,30.0,32.0,31.520000457763672,77590000
2025-06-26T03:00:00Z,31.75,32.0,31.0,31.25,30.78125,42087200
2025-06-27T03:00:00Z,31.25,31.25,30.0,30.5,30.042499542236328,49365500
2025-06-30T03:00:00Z,30.5,30.5,29.5,30.25,29.79625129699707,35697900
2025-07-01T03:00:00Z,30.25,30.75,29.75,30.75,30.28874969482422,23866500
2025-07-02T03:00:00Z,30.25,30.5,29.75,30.25,29.79625129699707,16710000
2025-07-03T03:00:00Z,30.25,31.25,30.25,31.25,30.78125,18508400
2025-07-04T03:00:00Z,31.25,31.25,30.25,30.25,29.79625129699707,14008800
2025-07-07T03:00:00Z,30.25,30.75,30.0,30.5,30.042499542236328,9725800
2025-07-08T03:00:00Z,30.25,30.5,29.75,30.25,29.79625129699707,10984300
2025-07-09T03:00:00Z,30.25,30.75,30.0,30.5,30.042499542236328,10804700
2025-07-11T03:00:00Z,30.75,32.25,30.75,31.75,31.27375030517578,37173100
2025-07-14T03:00:00Z,31.5,33.5,31.5,33.5,32.997501373291016,58755200
2025-07-15T03:00:00Z,34.25,36.0,33.75,35.75,35.213748931884766,103970500
2025-07-16T03:00:00Z,36.0,37.25,35.75,36.25,35.70624923706055,86463200
2025-07-17T03:00:00Z,36.75,40.5,36.25,40.25,39.6462516784668,166751500
2025-07-18T03:00:00Z,40.0,40.25,38.25,39.0,38.415000915527344,63229000
2025-07-21T03:00:00Z,39.25,39.75,38.5,38.5,37.92250061035156,28813900
2025-07-22T03:00:00Z,39.0,39.25,37.25,37.5,36.9375,39090200
2025-07-23T03:00:00Z,38.0,39.25,37.75,38.75,38.16875076293945,33884200
2025-07-24T03:00:00Z,38.5,39.25,38.25,39.0,38.415000915527344,32444900
2025-07-25T03:00:00Z,39.0,42.25,38.75,42.0,41.369998931884766,111372700
2025-07-29T03:00:00Z,42.0,42.25,41.0,42.0,41.369998931884766,48770700
2025-07-30T03:00:00Z,42.0,42.75,41.5,42.25,41.616249084472656,28135700
2025-07-31T03:00:00Z,42.0,42.25,40.5,41.0,40.38500213623047,39327900
2025-08-01T03:00:00Z,41.25,41.5,39.25,39.5,38.907501220703125,36539400
2025-08-04T03:00:00Z,39.5,40.0,39.0,39.75,39.153751373291016,28727800
2025-08-05T03:00:00Z,39.75,40.25,39.25,39.5,38.907501220703125,33204700
2025-08-06T03:00:00Z,41.25,41.25,40.0,40.0,39.400001525878906,29916100
2025-08-07T03:00:00Z,40.0,41.0,39.75,40.5,39.89250183105469,28832200
2025-08-08T03:00:00Z,40.25,40.5,39.5,39.75,39.153751373291016,14492300
2025-08-13T03:00:00Z,40.0,40.75,39.5,40.0,39.400001525878906,24391800
2025-08-14T03:00:00Z,39.75,40.0,38.25,38.5,37.92250061035156,50716600
2025-08-15T03:00:00Z,38.5,39.5,38.5,39.0,38.415000915527344,16936400
2025-08-18T03:00:00Z,38.75,39.0,37.5,37.75,37.18375015258789,28512300
2025-08-19T03:00:00Z,37.75,38.75,37.75,38.0,37.43000030517578,14033800
2025-08-20T03:00:00Z,37.75,38.25,37.0,38.0,37.43000030517578,21213800
2025-08-21T03:00:00Z,38.25,38.25,37.25,37.75,37.18375015258789,20286500
2025-08-22T03:00:00Z,37.75,38.0,37.5,37.5,36.9375,8121500
2025-08-25T03:00:00Z,38.0,38.75,37.5,38.0,37.43000030517578,16364500
2025-08-26T03:00:00Z,37.5,38.0,37.0,37.0,36.44499969482422,50882500
2025-08-27T03:00:00Z,37.0,37.5,36.5,36.75,36.19874954223633,22223900
2025-08-28T03:00:00Z,36.75,37.25,36.5,36.75,36.19874954223633,19351700
2025-08-29T03:00:00Z,36.5,36.75,35.75,36.0,35.459999084472656,26174800
2025-09-01T03:00:00Z,35.5,36.5,35.0,36.25,35.70624923706055,24439000
2025-09-02T03:00:00Z,36.25,36.5,36.0,36.25,35.70624923706055,7168000
2025-09-03T03:00:00Z,36.0,37.0,35.75,36.75,36.19874954223633,18635700
2025-09-04T03:00:00Z,37.0,38.75,37.0,37.25,36.69124984741211,34440300
2025-09-05T03:00:00Z,37.5,38.75,37.0,38.5,37.92250061035156,30077700
2025-09-08T03:00:00Z,38.75,39.0,37.75,37.75,37.18375015258789,28026500
2025-09-09T03:00:00Z,38.0,38.75,37.75,38.5,37.92250061035156,18836400
2025-09-10T03:00:00Z,38.5,38.5,37.5,38.0,37.43000030517578,20167400
2025-09-11T03:00:00Z,38.0,38.0,37.0,37.75,37.18375015258789,24898100
2025-09-12T03:00:00Z,38.25,39.0,38.0,38.5,37.92250061035156,21981700
2025-09-15T03:00:00Z,38.5,38.75,37.75,38.5,37.92250061035156,14449200
2025-09-16T03:00:00Z,38.75,40.0,38.5,40.0,39.400001525878906,42178600
2025-09-17T03:00:00Z,39.75,40.25,39.25,39.5,38.907501220703125,31891100
2025-09-18T03:00:00Z,39.75,40.0,39.0,39.75,39.153751373291016,22677200
2025-09-19T03:00:00Z,40.0,40.0,38.75,39.0,38.415000915527344,29052500
2025-09-22T03:00:00Z,39.0,39.5,38.5,38.75,38.16875076293945,16124600
2025-09-23T03:00:00Z,39.0,39.75,38.75,39.0,38.415000915527344,21395900
2025-09-24T03:00:00Z,39.0,40.0,39.0,39.75,39.153751373291016,17324900
2025-09-25T03:00:00Z,39.75,40.0,39.25,40.0,39.400001525878906,18377600
2025-09-26T03:00:00Z,39.75,39.75,39.0,39.25,38.661251068115234,14118600
2025-09-29T03:00:00Z,39.75,40.0,39.25,39.75,39.153751373291016,14662600
2025-09-30T03:00:00Z,40.0,40.75,39.75,40.5,39.89250183105469,37277400
2025-10-01T03:00:00Z,40.5,41.75,40.25,41.75,41.123748779296875,45817300
2025-10-02T03:00:00Z,41.75,42.0,41.25,41.75,41.123748779296875,11565200
2025-10-03T03:00:00Z,42.0,44.0,41.75,43.5,42.84749984741211,64089500
2025-10-06T03:00:00Z,43.5,43.5,41.0,41.5,40.87750244140625,58610900
2025-10-07T03:00:00Z,41.5,41.5,41.5,41.5,40.87750244140625,0
2025-10-08T03:00:00Z,42.5,42.75,42.0,42.25,41.616249084472656,13168800
2025-10-09T03:00:00Z,42.0,43.0,41.75,43.0,42.35499954223633,23732100
2025-10-10T03:00:00Z,43.25,43.25,40.75,41.0,40.38500213623047,32693600
2025-10-14T03:00:00Z,41.0,41.0,39.25,39.75,39.153751373291016,33248700
2025-10-15T03:00:00Z,40.75,41.0,39.75,40.75,40.13875198364258,19525100
2025-10-16T03:00:00Z,41.0,41.5,40.0,40.25,39.6462516784668,22625700
2025-10-17T03:00:00Z,40.0,41.5,39.75,40.25,39.6462516784668,38935800
2025-10-20T03:00:00Z,40.75,41.5,40.0,40.25,39.6462516784668,20755000
2025-10-21T03:00:00Z,40.25,40.5,39.5,39.75,39.153751373291016,16695000
2025-10-22T03:00:00Z,39.75,40.5,39.0,39.5,38.907501220703125,37579400
2025-10-24T03:00:00Z,39.75,40.25,39.5,39.75,39.153751373291016,23424900
2025-10-27T03:00:00Z,40.0,40.0,39.25,39.25,38.661251068115234,20048700
2025-10-28T03:00:00Z,39.5,40.0,39.5,39.75,39.153751373291016,18600800
2025-10-29T03:00:00Z,40.0,41.75,40.0,41.75,41.123748779296875,46075600
2025-10-30T03:00:00Z,41.5,41.75,40.75,41.25,40.63125228881836,35262000
2025-10-31T03:00:00Z,41.25,42.0,40.75,41.25,40.63125228881836,17946000
2025-11-03T03:00:00Z,41.5,41.5,40.75,41.0,40.38500213623047,13227600
2025-11-04T03:00:00Z,40.75,41.0,39.5,40.0,39.400001525878906,24835700
2025-11-05T03:00:00Z,39.5,40.25,39.25,40.0,39.400001525878906,16353300
2025-11-06T03:00:00Z,40.0,40.25,39.5,40.25,39.6462516784668,14557300
2025-11-07T03:00:00Z,40.0,41.25,39.5,41.0,40.38500213623047,28952200
2025-11-10T03:00:00Z,41.25,42.0,40.75,41.75,41.123748779296875,24210500
2025-11-11T03:00:00Z,42.0,42.75,41.75,42.5,41.86249923706055,28864700
2025-11-12T03:00:00Z,42.75,42.75,41.75,41.75,41.123748779296875,14301800
2025-11-13T03:00:00Z,42.0,42.0,41.25,41.5,40.87750244140625,7970100
2025-11-14T03:00:00Z,41.25,41.5,41.0,41.0,40.38500213623047,6301000
2025-11-17T03:00:00Z,41.25,41.5,41.0,41.25,40.63125228881836,10103900
2025-11-18T03:00:00Z,41.0,41.25,40.5,41.0,40.38500213623047,14740900
2025-11-19T03:00:00Z,41.0,41.0,39.75,40.0,39.400001525878906,17715700
2025-11-20T03:00:00Z,40.25,42.5,40.0,42.25,41.616249084472656,41987600
2025-11-21T03:00:00Z,41.75,42.25,40.75,41.0,40.38500213623047,23293000
2025-11-24T03:00:00Z,41.25,41.75,40.75,41.25,40.63125228881836,29280100
2025-11-25T03:00:00Z,41.75,44.0,41.75,43.75,43.09375,84003400
2025-11-26T03:00:00Z,43.75,45.0,43.5,43.75,43.09375,31884700
2025-11-27T03:00:00Z,44.0,44.25,43.25,43.75,43.09375,17849500
2025-11-28T03:00:00Z,44.0,44.25,43.0,43.5,42.84749984741211,24333100
2025-12-01T03:00:00Z,43.5,44.5,43.5,44.5,43.83250045776367,31066300
2025-12-02T03:00:00Z,44.75,45.25,44.25,45.25,44.571250915527344,18787700
2025-12-03T03:00:00Z,45.25,48.75,45.25,47.5,46.78750228881836,86409800
2025-12-04T03:00:00Z,51.25,53.0,50.75,53.0,52.20500183105469,122946400
2025-12-08T03:00:00Z,53.5,55.75,52.75,53.0,52.20500183105469,76437500
2025-12-09T03:00:00Z,53.5,54.5,53.0,54.0,53.19000244140625,45830700
2025-12-11T03:00:00Z,53.5,54.0,52.0,52.5,52.5,37857500
2025-12-12T03:00:00Z,52.0,52.0,50.0,50.0,50.0,67339200
2025-12-15T03:00:00Z,50.5,53.5,50.5,53.5,53.5,45832500
2025-12-16T03:00:00Z,53.5,54.5,53.25,54.5,54.5,35763000
2025-12-17T03:00:00Z,54.5,54.75,53.5,53.75,53.75,25047800
2025-12-18T03:00:00Z,54.0,55.0,53.75,55.0,55.0,24350700
2025-12-19T03:00:00Z,55.0,55.0,53.5,54.25,54.25,28223900
2025-12-22T03:00:00Z,54.5,54.5,53.0,53.5,53.5,30969400
2025-12-23T03:00:00Z,55.0,55.0,54.25,55.0,55.0,17223500
2025-12-24T03:00:00Z,54.75,54.75,53.5,54.25,54.25,20220100
2025-12-25T03:00:00Z,54.0,54.25,53.75,54.25,54.25,6480000
2025-12-26T03:00:00Z,54.25,54.25,53.5,53.75,53.75,8834900
2025-12-29T03:00:00Z,53.75,54.0,53.0,53.5,53.5,15615100
2025-12-30T03:00:00Z,53.0,53.5,53.0,53.0,53.0,15000900
2026-01-05T03:00:00Z,53.5,55.0,53.0,54.5,54.5,32172700
2026-01-06T03:00:00Z,53.5,53.75,51.0,51.5,51.5,60655100
2026-01-07T03:00:00Z,51.5,51.75,50.75,51.25,51.25,27778000
2026-01-08T03:00:00Z,50.75,52.0,50.75,51.5,51.5,24964900
2026-01-09T03:00:00Z,51.25,52.5,51.25,51.75,51.75,19175000
2026-01-12T03:00:00Z,51.75,52.0,50.75,51.0,51.0,14705800
2026-01-13T03:00:00Z,51.25,51.5,50.5,50.75,50.75,13863900
2026-01-14T03:00:00Z,50.75,51.75,50.0,51.0,51.0,20573600
2026-01-15T03:00:00Z,51.0,51.5,50.5,51.25,51.25,20192000
2026-01-16T03:00:00Z,51.5,52.25,50.75,52.25,52.25,33450200
2026-01-19T03:00:00Z,52.0,52.25,51.25,51.75,51.75,18198600
2026-01-20T03:00:00Z,52.0,53.25,51.75,53.0,53.0,26856400
2026-01-21T03:00:00Z,53.25,53.5,52.75,53.0,53.0,25778300
2026-01-22T03:00:00Z,53.0,53.0,52.0,52.0,52.0,30643900
2026-01-23T03:00:00Z,52.0,52.75,51.5,51.75,51.75,20085400
2026-01-26T03:00:00Z,51.75,51.75,50.25,51.25,51.25,22864200
2026-01-27T03:00:00Z,50.75,51.75,50.75,51.25,51.25,31535500
2026-01-28T03:00:00Z,51.5,52.5,51.25,52.25,52.25,20450400
2026-01-29T03:00:00Z,52.25,52.25,51.5,51.75,51.75,17879900
2026-01-30T03:00:00Z,51.5,51.75,50.0,50.25,50.25,37775600
2026-02-02T03:00:00Z,50.0,51.0,49.75,51.0,51.0,26456100
2026-02-03T03:00:00Z,51.25,53.0,51.0,51.75,51.75,44307600
2026-02-04T03:00:00Z,51.5,52.25,51.25,52.25,52.25,15188900
2026-02-05T03:00:00Z,52.25,52.5,51.25,51.75,51.75,19810400
2026-02-06T03:00:00Z,52.0,53.25,51.75,53.0,53.0,33160600
2026-02-09T03:00:00Z,56.75,59.0,56.5,58.25,58.25,143953600
2026-02-10T03:00:00Z,58.0,58.25,56.25,57.5,57.5,62897500
2026-02-11T03:00:00Z,57.25,57.5,56.25,56.5,56.5,22492000
2026-02-12T03:00:00Z,56.0,57.25,56.0,57.0,57.0,37908700
2026-02-13T03:00:00Z,56.75,57.75,56.25,57.5,57.5,52878200
2026-02-16T03:00:00Z,58.0,58.25,56.25,56.25,56.25,52599200
2026-02-17T03:00:00Z,56.25,57.0,56.0,56.25,56.25,40123600
2026-02-18T03:00:00Z,56.5,56.75,56.0,56.75,56.75,23933800
2026-02-19T03:00:00Z,56.75,57.0,56.25,56.25,56.25,38812400
2026-02-20T03:00:00Z,56.25,56.5,56.0,56.5,56.5,18682500
2026-02-23T03:00:00Z,56.5,57.25,52.75,53.5,53.5,90680700
2026-02-24T03:00:00Z,53.25,53.25,51.0,52.25,52.25,105325000
2026-02-25T03:00:00Z,52.75,53.5,51.75,53.25,53.25,66151600
2026-02-26T03:00:00Z,53.0,54.5,52.75,54.5,54.5,43456200
2026-02-27T03:00:00Z,54.25,55.5,53.75,54.5,54.5,56838100
2026-03-02T03:00:00Z,51.25,52.75,51.25,51.5,51.5,55423300
2026-03-04T03:00:00Z,50.0,50.25,45.0,48.5,48.5,130389300
2026-03-05T03:00:00Z,50.5,51.0,49.5,51.0,51.0,76181200
2026-03-06T03:00:00Z,50.0,51.0,49.5,50.5,50.5,39000500
2026-03-09T03:00:00Z,46.75,49.5,46.5,49.5,49.5,46869100
2026-03-10T03:00:00Z,51.0,51.0,49.5,49.75,49.75,26285800
2026-03-11T03:00:00Z,50.0,52.5,50.0,51.0,51.0,57330900
2026-03-12T03:00:00Z,50.25,50.75,49.5,50.5,50.5,38813700
2026-03-13T03:00:00Z,49.75,50.0,48.75,49.0,49.0,42049400
2026-03-16T03:00:00Z,49.0,49.0,48.0,48.25,48.25,38807400
2026-03-17T03:00:00Z,48.75,50.25,48.75,49.5,49.5,36985800
2026-03-18T03:00:00Z,50.0,50.25,49.5,49.5,49.5,22546000
2026-03-19T03:00:00Z,48.75,49.25,48.0,48.0,48.0,31998800
2026-03-20T03:00:00Z,49.0,49.0,48.0,48.75,48.75,26583600
2026-03-23T03:00:00Z,47.5,48.0,47.25,47.75,47.75,41734600
2026-03-24T03:00:00Z,48.5,49.5,48.25,48.75,48.75,36693000
2026-03-25T03:00:00Z,50.25,51.25,50.0,51.0,51.0,45510200
2026-03-26T03:00:00Z,50.0,50.75,49.5,50.75,50.75,28161700
2026-03-27T03:00:00Z,51.25,52.5,50.75,52.25,52.25,52932000
2026-03-30T03:00:00Z,51.0,52.0,51.0,51.5,51.5,27585100
2026-03-31T03:00:00Z,51.75,52.0,50.75,52.0,52.0,34980000
2026-04-01T03:00:00Z,53.5,54.25,53.25,53.75,53.75,40174300
2026-04-02T03:00:00Z,53.0,53.75,52.75,53.5,53.5,20492200
2026-04-03T03:00:00Z,53.5,54.0,52.75,53.0,53.0,19956000
2026-04-07T03:00:00Z,52.5,53.0,51.75,52.75,52.75,26604000
2026-04-08T03:00:00Z,54.5,54.75,54.0,54.5,54.5,36286400
2026-04-09T03:00:00Z,54.25,54.75,53.75,54.75,54.75,25959100
2026-04-10T03:00:00Z,55.0,55.0,53.75,54.0,54.0,10328900
2026-04-16T03:00:00Z,54.5,55.75,54.5,55.25,55.25,46225100
2026-04-17T03:00:00Z,55.0,55.25,54.0,54.75,54.75,21118800
2026-04-20T03:00:00Z,54.75,55.25,54.25,54.5,54.5,12453800
2026-04-21T03:00:00Z,55.0,55.0,54.5,54.75,54.75,8952100
2026-04-22T03:00:00Z,54.25,55.5,54.25,54.75,54.75,12785000
2026-04-23T03:00:00Z,54.5,55.25,54.25,55.25,55.25,29589400
2026-04-24T03:00:00Z,54.75,54.75,53.75,54.5,54.5,31794600
2026-04-27T03:00:00Z,54.5,54.75,53.75,54.0,54.0,15852400
2026-04-28T03:00:00Z,53.5,53.75,52.25,52.5,52.5,34695400
2026-04-29T03:00:00Z,51.5,51.75,50.5,51.0,51.0,56158900
2026-04-30T03:00:00Z,50.5,51.25,50.5,51.25,51.25,18816900
2026-05-01T03:00:00Z,51.25,51.25,51.25,51.25,51.25,0
2026-05-04T03:00:00Z,51.25,51.25,51.25,51.25,51.25,0
2026-05-05T03:00:00Z,51.0,51.25,50.5,51.25,51.25,16932100
2026-05-06T03:00:00Z,51.25,53.25,51.0,53.25,53.25,48326900
2026-05-07T03:00:00Z,53.5,53.5,52.5,52.75,52.75,28922500
2026-05-08T03:00:00Z,52.0,52.25,51.25,51.25,51.25,23344200
2026-05-11T03:00:00Z,51.25,51.5,50.25,50.75,50.75,34672000
2026-05-12T03:00:00Z,50.75,52.0,50.75,51.75,51.75,21091400
2026-05-13T03:00:00Z,52.0,52.5,51.25,51.75,51.75,25151800
2026-05-14T03:00:00Z,52.5,53.5,52.25,53.25,53.25,50609800
2026-05-15T03:00:00Z,53.25,53.25,52.5,53.0,53.0,13337800
2026-05-18T03:00:00Z,52.75,52.75,52.0,52.5,52.5,14046700
2026-05-19T03:00:00Z,52.25,53.25,52.0,52.75,52.75,18833700
2026-05-20T03:00:00Z,52.25,53.0,52.25,52.5,52.5,21469000
